text_content,extracted_keywords,true_category,true_severity
"It's, um, I think there has been a heat emergency near Old Bridge. two injured people. The weather is lightning. The incident happened around midnight.",two injured people; old bridge; heat emergency,MEDICAL,3
Help! There has been a lightning strike near Bus Depot. I can see a truck involved and two injured people. Please hurry!,two injured people; lightning strike; bus depot,CYCLONE,2
Please send help to Main Highway. We have a building collapse involving a car.,main highway; building collapse; car,RESCUE,5
I am near Coastal Road and there has been a crowd emergency. The road is affected and I can see unstable structure.,crowd emergency; unstable structure; coastal road,RESCUE,1
Ahhh! We have a fallen tree near Airport Junction. It happened early this morning. A security guard is waiting. What do I do?!,airport junction; fallen tree; security guard,RESCUE,1
Please send help to Forest Checkpoint. We have a boat accident involving a van. Traffic is building up.,boat accident; forest checkpoint; van,CRASH,2
911? There has been a severe rainfall near South Flyover. I can see a SUV involved and several injured people. Send someone now!,several injured people; severe rainfall; south flyover,CYCLONE,2
Help! We have a railway accident near Warehouse District. It happened before sunrise. A cyclist is waiting. People are moving away.,railway accident; warehouse district; cyclist,CRASH,1
Please send help to Port Entrance. We have a truck accident involving a motorcycle. A pedestrian is waiting. Traffic is building up. Send someone now!,truck accident; port entrance; pedestrian,CRASH,1
Please send help to Main Highway. We have a drowning involving a bus. Traffic is building up. What do I do?!,main highway; bus; drowning,RESCUE,5
"Wait, yes, A construction worker says there is a explosion near Bus Depot. They noticed blocked road.",blocked road; construction worker; bus depot,RESCUE,4
911? Please send help to Outer Ring Road. We have a cyclone damage involving a fuel tanker. A cyclist is waiting. The incident happened just now. Send someone now!,outer ring road; cyclone damage; fuel tanker,CYCLONE,2
Heavy wet roads is making the situation worse near Eastern Bypass. There is a fuel leak.,fuel leak; wet roads; eastern bypass,HAZMAT,2
"It's, um, I think there has been a motorcycle accident near City Center. three injured passengers. Visibility is poor.",three injured passengers; city center; motorcycle accident,CRASH,2
"I... I don't know, Ahhh! We have a bus crash near Station Road. It happened about ten minutes ago. A shopkeeper is waiting.",bus crash; station road; shopkeeper,CRASH,3
I am near Industrial Gate and there has been a medical emergency. The road is affected and I can see diesel leak. What do I do?!,industrial gate; diesel leak; medical emergency,MEDICAL,3
We have a train derailment near Central Flyover. It happened this afternoon.,central flyover; train derailment; happened,CRASH,5
"I... I don't know, Heavy poor visibility is making the situation worse near North Underpass. There is a truck accident. People are moving away. Please hurry!",north underpass; truck accident; poor visibility,CRASH,1
Ahhh! Heavy cold weather is making the situation worse near Residential Block. There is a missing person. What do I do?!,cold weather; missing person; residential block,RESCUE,1
911? The caller says there is a stampede at Commercial Street. People are moving away. Visibility is poor.,commercial street; stampede; caller,RESCUE,1
Help! We have a bridge damage near Shopping District. It happened around noon.,shopping district; bridge damage; help,RESCUE,2
I think there has been a hazardous material incident near Industrial Area. an unconscious person. People are moving away. Visibility is poor.,an unconscious person; hazardous material incident; industrial area,HAZMAT,4
"I... I don't know, Oh my god! We have a cold exposure near Commercial Street. It happened during rush hour. Visibility is poor. Visibility is poor. What do I do?!",commercial street; cold exposure; dont,MEDICAL,2
There's... We have a building collapse near City Center. It happened around noon. People are moving away.,city center; building collapse; theres,RESCUE,5
Help! Heavy lightning is making the situation worse near Forest Checkpoint. There is a motorcycle accident. The incident happened early this morning. Please hurry!,motorcycle accident; forest checkpoint; lightning,CRASH,2
Help! Reports are coming in from Underpass about a stampede. There is fuel leak. Traffic is building up. The weather is continuous rainfall. Please hurry!,fuel leak; continuous rainfall; stampede,RESCUE,2
Help! There has been a bridge damage near Shopping District. I can see a car involved and several injured people. The weather is strong winds. What do I do?!,several injured people; strong winds; shopping district,RESCUE,3
"Wait, yes, Reports are coming in from Airport Road about a factory fire. There is rising water. Visibility is poor. Traffic is building up. What do I do?!",airport road; rising water; factory fire,FIRE,2
Ahhh! I am near Central Market and there has been a missing person. The road is affected and I can see blocked road. A construction worker is waiting. Traffic is building up. What do I do?!,blocked road; construction worker; missing person,RESCUE,1
"Wait, yes, Heavy stormy weather is making the situation worse near Bus Terminal. There is a gas leak. The incident happened early this morning. The incident happened early this morning.",stormy weather; gas leak; bus terminal,HAZMAT,2
There's... Please hurry! Please send help to Tunnel Entrance. We have a bridge damage involving a school bus. The incident happened this afternoon. Visibility is poor.,school bus; tunnel entrance; bridge damage,RESCUE,2
Ahhh! The caller says there is a electrical accident at Old Railway Crossing.,old railway crossing; electrical accident; ahhh,FIRE,1
"It's, um, Please hurry! There has been a dam overflow near Coastal Road. I can see a tanker involved and people with minor injuries. The incident happened during rush hour. Visibility is poor. What do I do?!",people with minor injuries; coastal road; dam overflow,FLOOD,2
"It's, um, We have a evacuation near Warehouse District. It happened about half an hour ago. The weather is thunderstorm. Please hurry!",warehouse district; thunderstorm; evacuation,RESCUE,2
911? A resident says there is a landslide near College Road. They noticed oil spill. People are moving away. What do I do?!,oil spill; college road; resident,RESCUE,2
There has been a flash flood near Harbor Area. I can see a sedan involved and a trapped passenger.,a trapped passenger; harbor area; flash flood,FLOOD,5
Help! Heavy strong winds is making the situation worse near Factory Road. There is a fallen tree.,fallen tree; strong winds; factory road,RESCUE,1
Ahhh! Please send help to Highway Toll Plaza. We have a crowd emergency involving a motorcycle. What do I do?!,highway toll plaza; crowd emergency; motorcycle,RESCUE,1
There's... Please hurry! We have a boat accident near College Road. It happened before sunrise. What do I do?!,boat accident; college road; theres,CRASH,2
"It's, um, There has been a gas leak near Factory Road. I can see a motorcycle involved and several injured people. What do I do?!",several injured people; gas leak; factory road,HAZMAT,2
911? Caller reports a hazardous material incident at Old Railway Crossing. There is broken glass. The weather is dust storm. The weather is dust storm.,old railway crossing; hazardous material incident; broken glass,HAZMAT,3
Help! Caller reports a chemical spill at North Underpass. There is unstable structure. Visibility is poor. Traffic is building up. What do I do?!,north underpass; unstable structure; chemical spill,HAZMAT,2
Please send help to Coastal Road. We have a warehouse fire involving a truck. People are moving away. Traffic is building up. What do I do?!,coastal road; warehouse fire; truck,FIRE,3
Ahhh! Reports are coming in from Ring Road about a vehicle collision. There is oil spill. Please hurry!,ring road; vehicle collision; oil spill,CRASH,2
